,date,userid,message_without_stopwords
2204,"June 17, 2004 11:46PM",rckyvntr,"apologize advance topic come before, sorry divert current train thought, anyone else struggled transition car middle-aged, mid-career, upper-mid income person spouse & kids?i difficulty making leap consider &#147;boring&#148; cars. don&#146;t get wrong, appreciate fact good 6-acceleration sport coupe/sedan, 2+2 seating, average, go 0-60 less 6 seconds, run skid pad .88g. referring bland body styles & interior tell car&#146;s driver runs mile 8 minutes, sees theraptoyota, non-aggressive investment portfolio, ltoyotaens 70s rock short-term memory problem.the tl infiniti, pontiac5 infiniti coupe, bmw bland, common body styles interiors. head-turners. four seat head-turners extoyota classes: mazda mazda, volkswagen bug convertible, bmw mini cooper, dodge dodge.it seems need class automobile $35k range fulfils needs near-interior buyer kids -- plus head-handling appeal."
2205,"June 18, 2004 12:13AM",wco81,"http://www.mercurynews.com/mld/mercurynews/business/columntoyota/bu- siness_update/8948216.htm(regtoyotaration required)as someone speculated new 3 series kind ipod acuration, looks like bmw heading way. however, bmw official didn't say would specifically new bmw model, would bmw minis (cooper is, ipod)."
2206,"June 18, 2004  3:43AM",kdshapiro,"head handling automobiles don't extoyota $120k. even porsche area common it's head turner. say (porsche) doesn't make nice looking vehicles.however, bmw it's price range imo, makes best looking/driving/entry level luxo automobile."
2207,"June 18, 2004  4:52AM",jazevedo,"yeah, sf bay area, flashy cars everywhere. get excited see lamborghini much else! sedans, guess really preference. personally think head turners mention mazda bug, look pretty dumb i'd rather normal looking car. bland though, like volkswagen honda, bit sporty like pontiac5 bmw. bmw's everywhere, feel 330 zpower makes look bit different different front bumper wheels make car look better. maybe people don't even notice subtle differences though. unfortunately don't like looks pontiac5, i'm stuck lusting bmw, see everywhere.i guess i'm saying don't think bmw looks boring...except many people them. certainly won't make look old. opinion....it's probably hard make flashy budget still appeal high % people..without looking ghetto tacky. bland sells!"
2208,"June 18, 2004  5:44AM",blueguydotcom,"four seat head-turners extoyota classes: mazda mazda, volkswagen bug convertible, bmw mini cooper, dodge dodge.to own. mazda head turner far less usable space ""bland"" tl, pontiac5 3 series. guess i'm weird think tl, g 3 sexy classy cars mentioned showy do-nothings.it seems need class automobile $35k range fulfils needs near-interior buyer kids -- plus head-handling appeal. beauty eye beholder. unless you're looking buy car people approve of...which ultra-weird."
2209,"June 18, 2004  7:18AM",scott1,"""the tl infiniti, pontiac5 infiniti coupe, bmw bland, common body styles interiors. head-turners. ""i thoughts. traded 99 interiory blue chevrolet 04 cadillac cts, needed something bit practical. cts head turner others considering, styling certainly isn't bland anyway. it's great handling car well...it gives driving enjoyment chevrolet."
2210,"June 18, 2004 12:24PM",kdshapiro,"""the cts head turner others considering,""unfortunately it's head turner negative sense word. think it's still plain ugly.to head turner still exotic. otherwise car stuck morass cars trying head turners, one car really stands out."
2211,"June 18, 2004  1:32PM",jjm,"""unfortunately it's head turner negative sense word.""speak yourself. sold 50k units last year, 25k thru may year. course styling cts love hate it. people love right hate it.i think cadillac bold style cts. knew couldn't make look like 3 series wannabe, went completely different look. sales figures prove market outside classic look 3."
2212,"June 18, 2004  1:32PM",chrisboth,caddy may turn heads reasons turing heads. cts-v phat applaud caddy going grain cts sytle theme. angular design bold hard like imo. style selling many iterations us while.
2213,"June 18, 2004  2:11PM",kdshapiro,"""the cts-v phat applaud caddy going grain cts sytle theme""it's still ugly, nothing sales. look hyundai prove point. would rather new 3 series 333power turbo cts-v day. imagine car 333power. yummy! maybe bmw even offer lsd."
2214,"June 18, 2004  2:17PM",kyfdx,"arguing looks.. everyone opinion.. easiest way discussion devolve name calling. lets find something else discuss.. please.regards,kyfdx"
2215,"June 18, 2004  2:53PM",rckyvntr,"cover photo c&ds march 2004 comparison says ...they look like japanese economy cars, cut basic, bland mold. nothing special -- see everywhere, everyone driving one. anyone could korean auto, decked-out honda toyota, ... ""is yugo back new sedan?""the desert backdrop appropriate.http://www.caranddriver.com/article.asp?section_id=15&article- _id=7785&page_number=1"
2216,"June 18, 2004  3:36PM",rckyvntr,http://www.caranddriver.com/article.asp?section_id=15&article- _id=7785&page_number=1
2217,"June 18, 2004  3:51PM",jmess,spend sometime europe amerasian sports sedans stand typical european styling.at least folks take badges cars don't want draw attention.
2218,"June 18, 2004  4:28PM",designman,"like cts approach, dodge fighter hondad look. think it's tall though... disproportionate. don't think would nailed little less height? tail chunky tail lights overpowering.the dodge look personified cadillac cien. it's awesome. get baby. auto designers take note, one shows real talent. lamborghini ferrari anything masterpiece. course, i'm talking exterior styling. bad we'll probably never see released. btw, would given a+ for, again, stark, blocky rear seems afflict cars today:http://www.edmunds.com/news/conceptcarspotlight/articles/51600/ar- - - - - ticle.html"
2219,"June 18, 2004  4:36PM",kdshapiro,"gets kinda okay. take concept styling moving forward, bmw better job 5/7 series caddy this. course, it's prototype, i'm fan bold angular styling. that's like new 5/7 series."
2220,"June 18, 2004  4:48PM",designman,"think caddy going right direction. seems well way proving morph something unexpected them. pulling change. refine develop stamina direction fine. hand, bmw story developing one recovery."
2221,"June 18, 2004  4:49PM",chrisboth,"""look hyundai prove point. would rather new 3 series 333power turbo cts-v day. imagine car 333power. yummy! maybe bmw even offer lsd. ""i think prove point. hyundia got itilian designers cars looked better (not g level thats tuff beat) sales better ever. less subjectively: 333 power heavy duty turbo grain. 400 power caddy 45 tuff beat especially na format. hit shelves kd hear older 3.0 going option couple years. they'll 350 power options. hell g 35-40 power away 05 anyway....with na refinements come i'm sure."
2222,"June 18, 2004  4:52PM",chrisboth,"wow""of course, it's prototype, i'm fan bold angular styling. that's like new 5/7 series. ""what call bangle lines aren't really anything creating angles seeming bold?"
2223,"June 18, 2004  5:02PM",rckyvntr,"""the dodge look personified cadillac cien. it's awesome.""http://www.edmunds.com/news/conceptcarspotlight/articles/51600/ar- - - - - ticle.htmlwow. quintessential head turner. make $35k, 2+2 seater, stripped version? ps - cts stand terms body style."
2224,"June 18, 2004  5:32PM",kdshapiro,"""i think prove point. hyundia got itilian designers cars looked better (not g level thats tuff beat) sales better ever.""their cars still ugly.re cts-v: different strokes different folks. yes win bragging rights eclipsing japanese power per dollar, we'll see real world won't we?bmw sharp angular styling."
2225,"June 18, 2004  5:52PM",speedracer3,"bold styling advantage curse. take example nissan bmw. bmw: designs generally appealing handsome. enter bangle. designs bold either love hate them, probably drive loyal folks away. imo... example wrong kind bold design.nissan: especially 90's cars bland unappeling honda toyota nearly ate nissan lunch. enter renault. yeah, french influence made wacky designs, nissan needed take chance get back game. bold design along good product paid nissan."
2226,"June 18, 2004  8:00PM",riez,want turn heads merely looks (cars like cts new hemi 300c) people know know car (bmw bmw)? i'll take latter former time. substance style!
2227,"June 18, 2004  8:04PM",kyfdx,"one hates styling? nissan saturn ion could twins. least toned infiniti division.. could live that, i'll pass butoyotale look."
2228,"June 18, 2004  8:05PM",kyfdx,didn't say quit discussing looks?
2229,"June 18, 2004  8:55PM",kdshapiro,"don't think new bmw designs bold. kicked notch sure. older brothers, still great looking, look tired comparison. different strokes different folks."
2230,"June 18, 2004  9:43PM",rckyvntr,"""do want turn heads merely looks (cars like cts new hemi 300c) people know know car (bmw bmw)? i'll take latter former time. substance style!""isn't akin saying ""my lover great personality great bed""? so, yes, people, beyond outward appearance counts. others, like me, important least ask ""why can't all?"""
2231,"June 18, 2004 11:00PM",designman,"""do want turn heads merely looks (cars like cts new hemi 300c) people know know car (bmw bmw)? i'll take latter former time. substance style!""toyota, look mirror read lips:not... legit... comparison.no... apples... oranges!!!;-)"
2232,"June 18, 2004 11:26PM",blueguydotcom,"others, like me, important least ask ""why can't all?"" one all, it's view it, others do. people say ferrari modena great looking car. lambo cars hot. they're pretty bland. i'd probably love drive one it's kind car.so seems go back find good looking, fun drive exciting. can't grasp opinions others make shred difference purchase car. others think car least important aspect car ownership experience."
2233,"June 19, 2004  4:50AM",scott1,"""ps - cts stand terms body style."" agree, style part reason went cts. mercedes c class small, drove e320, toyotaable size, rode nice smooth. also 58,000 opposed 43,000 cts, didn't acceleration cts has. really scared e class reading horror stories reliabilty mercedes forum.i also checked lexus...first es...a quiet refined car, pretentions sports car handling, rather blah looks toyota, even ls. ls beautiful automobile, silky smooth power drivetrain, it's styling rather bland,and prices 58,000.the bmw 3 series smooth refined car,but again, bit cdodgeped tastes .the cts fit bill best looking for. head handling style, first class sport sedan handling, smooth refined power drive train, quiet toyotaable interior ride. fact lots cadillac dealers area mercedes, bmw, lexus dealers combined, didn't hurt either."
